artist_name,birthday,country,startyear
Kitten,NA,NA,NA
Doubt,NA,NA,NA
The Vamps,NA,Foreign,2012
Sleepwalkers,NA,NA,NA
Chantel Jeffries,9/30/1992,United States,2013
Tycho,2/7/1977,United States,2002
Nora Van Elken,NA,NA,NA
Looking for Lucas,NA,NA,NA
El Profesor,NA,NA,NA
Thutmose,NA,NA,NA
Lost Frequencies,11/30/1993,NA,2014
LIONE,NA,NA,NA
VHS Collection,NA,Foreign,2015
MC Fioti,8/30/1994,NA,2016
Alice Merton,9/13/1993,Foreign,2015
Jacob Plant,NA,NA,NA
Flyte,NA,Foreign,2013
Superchunk,NA,United States,1989
Apollo LTD,NA,United States,2015
DallasK,NA,Foreign,2010
Shapov,1/28/1989,United States,2005
SJUR,NA,NA,NA
Cyn,5/13/1993,NA,NA
Hymner,NA,NA,NA
Show Dem Camp,NA,Foreign,2015
Dmstry,NA,NA,NA
M.I. Abaga,NA,NA,2004
MHD,9/10/1994,Foreign,NA
M.anifest,11/20/1982,NA,2005
Falz,10/27/1990,Foreign,2009
LADIPOE,NA,United States,2014
Fekky,NA,NA,NA
Shatta Wale,10/17/1984,Foreign,2004
Ms Banks,NA,NA,NA
Blaqbonez,1/29/1996,NA,2012
Shaboozey,NA,NA,NA
E.L,NA,NA,NA
Phyno,10/9/1986,NA,2003
Kwesi Arthur,12/18/1994,Foreign,2017
Nix,NA,NA,NA
AKA,NA,NA,NA
Anatii,1/8/1993,NA,2006
Bils,NA,NA,NA
Vector,NA,NA,NA
Ajebutter22,NA,NA,NA
Dice Ailes,8/1/1996,NA,2014
Fresh L.,NA,Foreign,2007
D'banj,6/9/1980,NA,2004
Naeto C,NA,Foreign,2006
Not3s,4/17/1998,Foreign,2016
Kwesta,8/11/1988,Foreign,2002
Koker,5/30/1993,Foreign,2015
Olu Maintain,NA,NA,1997
Slimcase,NA,Foreign,2012
9ice,1/17/1980,Foreign,2000
SIIMBA LIIVES LONG,8/26/1997,United States,NA
Brother KAMAU,NA,Foreign,2014
Tiwa Savage,2/5/1980,NA,1996
Tom Walker,12/17/1991,NA,2015
Louis Tomlinson,12/24/1991,NA,2010
State of Sound,NA,Foreign,1979
Bantu,NA,NA,NA
The Band Perry,NA,United States,2005
Xenia Pax,12/17/1994,United States,2011
CRMNL,NA,NA,NA
Danger Twins,NA,NA,NA
Rayelle,NA,NA,NA
Claire Guerreso,9/19/1983,United States,2003
Valley Of Wolves,NA,NA,NA
Hayley Kiyoko,4/3/1991,NA,1998
Willow,NA,NA,NA
KingJet,NA,NA,NA
Dead Sara,NA,United States,2002
Tunde Olaniran,NA,NA,NA
Hotel Garuda,NA,NA,2014
Lizzo,4/27/1988,United States,2010
The New Respects,NA,NA,NA
Bonnie McKee,1/20/1984,United States,2002
Arrested Youth,NA,NA,NA
CASS,NA,NA,NA
What So Not,NA,Foreign,2010
nobigdyl.,NA,NA,NA
Kimbra,3/27/1990,NA,2000
Princess Nokia,6/14/1992,NA,2010
Lil Jon,1/17/1971,NA,1991
Alvarez Kings,NA,Foreign,2013
Stafford Brothers,NA,United States,NA
PRETTYMUCH,NA,United States,2016
MYXE,NA,NA,NA
SAINTS OF VALORY,NA,Foreign,NA
Skyzoo,12/24/1982,Foreign,2002
American Gentlemen,NA,NA,NA
Krischvn,NA,NA,NA
Blonde,NA,NA,NA
WAR*HALL,NA,NA,NA
The Aston Shuffle,NA,United States,2006
Bakermat,10/8/1991,NA,2012
Joe Stone,NA,NA,2013
Claude VonStroke,7/7/1971,United States,2003
Vicetone,NA,Foreign,2012
DJ Koze,NA,Foreign,1988
EDX,NA,NA,NA
A-Trak,3/30/1982,Foreign,1997
Thandi Phoenix,9/5/1993,NA,2013
One Bit,NA,NA,NA
jesse saint john,10/5/1989,United States,NA
Saara Aalto,5/2/1987,NA,1998
After 6,NA,NA,NA
Myles Erlick,7/27/1998,NA,2011
CØDE,NA,NA,NA
PREP,NA,NA,NA
Keepitinside,NA,NA,NA
Big Wild,8/31/1990,United States,2012
Beacon,NA,NA,NA
Lo-Fang,10/20/1983,United States,NA
6host,NA,NA,NA
Lotushalves,NA,NA,NA
Black Atlass,3/19/1994,NA,2012
Alex Da Kid,8/27/1983,Foreign,2008
Dugong Jr,NA,NA,NA
"The Last Artful, Dodgr",5/26/1987,United States,2011
Vinyl Williams,NA,United States,2007
underscores,NA,NA,NA
Ruuth,NA,NA,NA
Elujay,11/4/1987,United States,2011
Gladius James,NA,NA,NA
June Marieezy,3/26/1990,United States,2012
Hyphen Hyphen,NA,NA,NA
glibs,NA,NA,NA
Robert Glasper Experiment,4/6/1978,United States,2003
SATICA,NA,NA,NA
Marian Hill,NA,Foreign,2013
Elaquent,NA,NA,NA
Haux,NA,NA,NA
mommy,NA,NA,NA
Irie Lee,7/7/1982,NA,1999
Persona La Ave,6/27/1997,NA,2007
RINI,NA,NA,NA
Santii,NA,NA,NA
NoMBe,4/27/1991,Foreign,NA
Folded Like Fabric,NA,NA,NA
Geotic,4/16/1989,United States,2007
A-SHO,NA,NA,NA
Starchild & The New Romantic,NA,NA,NA
Mary Lattimore,NA,NA,2007
NONONO,NA,Foreign,2012
Blue Americans,NA,NA,NA
Giraffage,NA,United States,2011
Jorja Smith,6/11/1997,NA,2016
Morgan Saint,NA,NA,NA
Loma,NA,NA,NA
Marz Léon,NA,NA,NA
Kllo,NA,United States,2014
Shigeto,NA,United States,NA
Anik Khan,1/13/1989,United States,2015
Zaytoven,1/12/1980,NA,1997
Lil Reese,1/6/1993,NA,2010
Baka Not Nice,3/6/1979,Foreign,2013
Marlo,NA,NA,NA
RecoHavoc,NA,NA,NA
Leeky Bandz,NA,NA,NA
Amir Obe,NA,Foreign,2009
Casanova,1725-04-02,NA,NA
LiL Keed,3/16/1998,NA,2016
Waka Flocka Flame,5/31/1986,United States,2008
Jim Jones,5/13/1931,NA,NA
Baby Soulja,7/28/1990,United States,2004
Bandhunta Izzy,NA,NA,NA
Maxo Kream,3/29/1990,United States,2012
Young M.A,4/3/1992,NA,2012
Trae Tha Truth,7/3/1980,United States,1998
Gunna,6/14/1993,United States,2013
Palisades,NA,United States,2011
Skillet,NA,United States,1996
Hyro The Hero,7/18/1987,NA,2007
Sick Puppies,NA,United States,1997
Adelitas Way,NA,United States,2006
Machine Head,NA,United States,1991
coldrain,NA,Foreign,2007
Prophets Of Rage,NA,United States,2016
All That Remains,NA,United States,1998
Lamb of God,NA,United States,1994
Counterfeit,NA,NA,NA
Spike 1000,NA,NA,NA
Young Guns,NA,NA,NA
Rob Zombie,1/12/1965,NA,1985
Prong,NA,United States,1986
Otherwise,NA,Foreign,2003
Refused,NA,Foreign,1991
Black Map,NA,United States,NA
Devour the Day,NA,United States,2012
Static-X,NA,United States,1994
Motionless In White,NA,Foreign,2005
Powerman 5000,NA,United States,1991
Fingertight,NA,United States,NA
Gotye,5/21/1980,United States,2001
Madcon,NA,Foreign,1992
Las Ketchup,NA,United States,2001
Metro Station,NA,NA,2006
Travie McCoy,8/5/1981,NA,1997
Marc Cohn,7/5/1959,NA,1986
Meredith Brooks,6/12/1958,United States,1976
Sam Sparro,11/8/1982,NA,2006
Fatman Scoop,8/6/1971,NA,1992
Sam And The Womp,NA,Foreign,2009
Bingo Players,NA,Foreign,2006
Lumidee,10/13/1984,NA,2001
The Supermen Lovers,NA,NA,NA
Anita Ward,12/20/1956,NA,1979
Whigfield,4/11/1970,NA,1993
Eamon,9/19/1983,United States,2003
Baauer,4/30/1989,NA,2011
M.V.P.,10/28/1973,NA,NA
Scatman John,3/13/1942,NA,1954
Sak Noel,4/12/1983,NA,2007
Jennifer Paige,9/3/1973,United States,1995
Baha Men,NA,Foreign,1991
City High,NA,United States,1999
Duck Sauce,NA,United States,2009
Chamillionaire,11/28/1979,United States,1997
Gina G,8/3/1970,United States,1990
Madison Avenue,NA,NA,NA
Gyptian,10/25/1983,Foreign,2004
Joan Osborne,7/8/1962,NA,1989
DJ Pied Piper & The Masters Of Ceremonies,NA,NA,NA
The Bravery,NA,United States,2003
Tom Novy,3/10/1970,NA,1989
Chesney Hawkes,9/22/1971,Foreign,1990
Marmaduke Duke,NA,Foreign,2003
Sharam,1/12/1970,NA,1992
Panjabi MC,2/14/1973,NA,1993
Babylon Zoo,NA,Foreign,1992
Rogue Traders,NA,United States,2001
Nizlopi,NA,Foreign,2003
Andreas Johnson,3/22/1970,Foreign,1997
Tweet,1/21/1971,NA,1992
Newton Faulkner,1/11/1985,NA,2006
Truth Hurts,NA,NA,NA
Vato Gonzalez feat. Foreign Beggars,NA,Foreign,NA
3 Of A Kind,NA,Foreign,2004
Tina Moore,10/17/1970,NA,NA
Iglu & Hartly,NA,NA,NA
Obie Trice,11/14/1977,NA,2000
Sweet Female Attitude,NA,Foreign,1996
The Holloways,NA,Foreign,2004
Tomcraft,6/12/1975,NA,1994
Aymee Nuviola,NA,NA,NA
TYS Musica,8/17/1972,Foreign,1990
Roberto Fonseca,NA,Foreign,1999
La Dame Blanche,NA,NA,NA
Orishas,NA,Foreign,1999
The Pedrito Martinez Group,9/12/1973,NA,NA
Aldo Ranks,5/19/1973,NA,1992
Johnny Ventura,3/8/1940,Foreign,1956
Susana Baca,5/24/1944,NA,NA
Buika,5/11/1972,NA,2000
Amaury Gutiérrez,9/9/1963,NA,1989
Busy Signal,1/24/1979,Foreign,2000
Yoan-Rca,NA,NA,NA
Nelda Piña y la BOA,NA,NA,NA
Pablo Milanés,NA,NA,NA
Jacob Forever,NA,Foreign,2000
Mack Wilds,7/15/1988,NA,2005
Danay Suárez,8/28/1982,NA,2000
Yerba Buena,NA,NA,NA
Daymé Arocena,NA,NA,NA
Maxwell,5/23/1973,NA,1990
Maluca,NA,Foreign,NA
Tatyana Ali,1/24/1979,NA,1985
Bocafloja,7/12/1978,Foreign,1995
Tego Calderon,2/1/1972,Foreign,1996
Alex Cuba,NA,Foreign,NA
Francisco Céspedes,NA,NA,1980
X Alfonso,NA,Foreign,1990
Carolina Camacho,NA,NA,NA
Kalimba,NA,NA,NA
MNEK,11/9/1994,Foreign,2012
Rina Sawayama,8/16/1990,Foreign,2013
L Devine,6/21/1997,Foreign,2017
Chelcee Grimes,5/8/1992,Foreign,NA
MERLOT,NA,NA,NA
Blithe,NA,NA,NA
Dizzy Fae,NA,United States,2009
Ieuan,NA,NA,NA
Nimmo,NA,NA,NA
Tim Chadwick,NA,NA,NA
Ängie,NA,NA,NA
FHAT,NA,NA,NA
Leland,NA,NA,NA
Zolita,9/23/1994,NA,2015
Emily Burns,9/22/1994,Foreign,NA
TWINKIDS,NA,NA,NA
Lauren Sanderson,1/13/1996,Foreign,2016
Andrea Di Giovanni,NA,NA,NA
Jake Shears,10/3/1978,NA,1999
Bright Light Bright Light,10/30/1982,NA,2010
Sam Bluer,NA,NA,NA
Shamir,11/7/1994,United States,2014
Post Precious,NA,NA,NA
GIRLI,12/6/1997,Foreign,2014
MUNA,NA,NA,2013
OFFAIAH,NA,NA,1999
Basto,NA,NA,2005
Gareth Emery,7/18/1980,NA,2002
Buku,NA,NA,NA
ANG,NA,NA,NA
VINNE,NA,NA,NA
Albert Neve,NA,NA,NA
Matrix & Futurebound,NA,NA,NA
Dash Berlin,NA,Foreign,2006
HEART FX,NA,NA,NA
Marsal Ventura,NA,NA,2013
Vato Gonzalez,NA,Foreign,NA
Mor Avrahami,8/26/1978,Foreign,2001
Ilan Bluestone,NA,NA,NA
Brennan Heart,3/2/1982,Foreign,2006
DJ Who,NA,NA,NA
Cash Cash,NA,United States,2002
The Otter Gang,NA,NA,NA
Solarstone and Clare Stagg,10/20/1972,Foreign,1989
Googoosh,5/5/1950,NA,1953
Kourosh Yaghmaei,12/3/1946,Foreign,1973
Faramarz Aslani,7/13/1954,Foreign,1977
Dariush,5/6/1989,NA,2009
Ebi,6/19/1949,NA,1967
Ramesh,NA,NA,NA
Hayedeh,4/10/1942,NA,1967
Viguen,11/23/1929,NA,1951
Anoushirvan Rohani,7/24/1939,NA,1963
Aref,8/10/1940,Foreign,1961
Sattar (Abdulhassan Sattarpour),NA,NA,NA
Siavash Ghomayshi,6/11/1945,NA,1958
Giti,NA,NA,NA
Simin Ghanem,4/11/1944,NA,1969
Afshin Moghadam,9/30/1945,Foreign,1950
Marzieh,NA,NA,1942
Moein,1/19/1952,NA,1973
Andy & Kouros,NA,NA,NA
Marjan,7/14/1948,NA,1969
Leila Forouhar,2/23/1959,NA,1961
Martik,7/17/1949,NA,1970
Nazi Afshar,NA,NA,NA
Ahdiyeh,NA,NA,NA
Artoush,NA,NA,NA
Betti,NA,NA,NA
Maziar (Abdulreza Kiyani Nejad),NA,Foreign,1961
Farzin (Ali Kaviri Takmili Nejad),NA,NA,1944
Mahasti,11/16/1946,NA,1963
Emad Raam,NA,NA,NA
Houshmand Aghili,NA,Foreign,1972
Ebrahim Monsefi,NA,NA,NA
Manoochehr Sakhai,NA,NA,NA
Mohammad Nouri,12/22/1929,Foreign,1942
Sattar,11/19/1949,NA,1971
Golpa (Ali Akbar Golpayegani),NA,NA,NA
Hassan Shamaizadeh,1/15/1943,NA,1968
Emad Ram,NA,NA,NA
Banan,NA,NA,NA
"Googoosh,Sattar,Moein,Hayedeh,Ebi",2/11/1950,Foreign,1970
Fereidoon Farrokhzad,10/7/1936,NA,1962
Nooshafarin,NA,NA,NA
Homayra (Parvaneh Amir Afshar),NA,NA,NA
Gholam Ali Ravanbaksh,NA,NA,NA
Józef Gatysik,NA,NA,NA
Dilia,NA,NA,NA
Goratie,NA,NA,NA
Léonie Deval,NA,NA,NA
Scotty Baughman,NA,NA,NA
Clarence Öfwerman,NA,NA,NA
Tom Holding,NA,NA,1914
Julius Aston,NA,NA,NA
Karin Borg,NA,NA,NA
Tip Ferreira,NA,NA,NA
Alexis Ffrench,NA,NA,NA
Mark Souzek,NA,NA,NA
Amanda Mancini,7/8/1971,NA,1979
Charlotte Funke,NA,NA,NA
Benny Andersson,12/16/1946,NA,1964
Una Luna,NA,NA,NA
SIMO,NA,NA,NA
Blithe Youth,6/20/1923,NA,1942
Jean Permentier,NA,NA,NA
Max Swan,NA,NA,NA
Sigimund,NA,NA,NA
Milo Stavos,11/1/1954,NA,1970
Layla Frost,6/13/1974,NA,NA
Leslie Jones,9/7/1967,NA,1987
Stellan Johnson,NA,NA,NA
Leonard Anderson,3/25/1988,United States,2007
8th Floor Wide,NA,NA,NA
Belle Margaux,NA,NA,2006
Ludwig van Beethoven,NA,NA,NA
Sam Eber,NA,NA,NA
Rebour,NA,NA,NA
Hiroshi Yamazaki,NA,NA,NA
Jeff Bright Jr,NA,NA,NA
Hugar,NA,Foreign,2013
Allysa Nelson,NA,NA,NA
Per Magnusson,5/30/1969,Foreign,1991
Samuel Lindon,7/15/1959,NA,1983
Saeko Seki,8/26/1977,NA,1996
Conrad Sieverts,1845-03-27,NA,NA
Charlie Key,NA,NA,NA
Figaro Castello,NA,NA,NA
Randy Newman,11/28/1943,United States,1961
Grobert,NA,NA,NA
Herman Hughes,12/24/1905,NA,1926
Karen Judgie,NA,NA,NA
Ken Williams,10/30/1954,NA,NA
Relajar,NA,NA,NA
Henry Auguste,NA,NA,NA
Ronald Emery,3/22/1983,Foreign,1997
Christopher Colman,NA,NA,NA
Isabella Ivanova,NA,NA,NA
Nao,12/20/1987,NA,2014
Kelela,6/6/1983,NA,2011
Jamila Woods,10/6/1989,NA,NA
Inflo,NA,NA,NA
HA,NA,NA,NA
The Blaze,NA,NA,NA
Yaeji,8/6/1993,NA,2016
Porches,NA,United States,2010
Lil Silva,NA,Foreign,2009
Mind Bath,NA,NA,NA
Mereba,9/19/1990,NA,2013
Mura Masa,4/5/1996,NA,2013
BADBADNOTGOOD,NA,Foreign,2010
Mr Twin Sister,NA,United States,2008
Natalie,NA,NA,NA
Channel Tres,NA,Foreign,2017
Grapetooth,NA,Foreign,2015
Tierra Whack,8/11/1995,NA,2011
Lute,NA,NA,NA
Schuster,NA,NA,NA
Joe Vasconcellos,NA,NA,NA
Moral Distraida,NA,NA,NA
Francisco Victoria,NA,NA,NA
Beto Cuevas,9/12/1967,Foreign,1988
Andres De Leon,NA,NA,NA
Vevar,NA,NA,NA
Testa,NA,NA,NA
Fármacos,NA,NA,NA
De Mónaco,NA,NA,NA
Mera,NA,NA,NA
Fredi Leis,NA,NA,NA
Aiken,NA,NA,NA
Teleradio Donoso,NA,NA,NA
Miss Garrison,NA,NA,NA
La Guacha,NA,NA,NA
Benjamin Walker,6/21/1982,NA,2004
Nova Materia,NA,NA,NA
Vivian,NA,NA,NA
Niño Cohete,NA,NA,NA
Alex & Daniel,NA,NA,NA
Mario Guerrero,NA,NA,NA
Charming Horses,NA,NA,NA
Ruel,10/29/2002,United States,2017
KIDDO,NA,United States,1981
Jai Waetford,1/25/1999,NA,2013
Daniel Skye,6/19/2000,NA,2014
Isaiah,NA,NA,NA
AJ Mitchell,5/17/2001,NA,2015
Emily Vaughn,NA,NA,NA
LIVVIA,6/4/1994,NA,2010
Theresa Rex,NA,NA,NA
Johnny Orlando,1/24/2003,NA,2011
Sabrina Carpenter,5/11/1999,NA,2011
Madison Beer,3/5/1999,NA,2012
Zac Efron,10/18/1987,NA,2002
New Hope Club,NA,Foreign,2015
Hey Violet,NA,United States,2008
HRVY,1/28/1999,NA,2013
Baby Ariel,11/22/2000,NA,2015
Mackenzie Ziegler,NA,NA,NA
Sofia Carson,4/10/1993,NA,NA
Indiana Massara,8/23/2002,NA,2015
Martin Jensen,9/29/1991,NA,2014
Roadtrip,NA,NA,NA
Emma Blackery,11/11/1991,Foreign,2012
Pia Mia,9/19/1996,NA,2009
Jordyn Jones,NA,NA,NA
Jayden Bartels,NA,NA,NA
Luna Blaise,10/1/2001,NA,2008
Jacob Sartorius,10/2/2002,NA,2015
Gabbie Hanna,2/7/1991,NA,2013
Grace VanderWaal,1/15/2004,NA,NA
Icarus Moth,NA,NA,NA
Erika Costell,11/12/1992,NA,2015
Maty Noyes,8/25/1997,Foreign,2015
Jaira Burns,1/14/1997,NA,2015
Max & Harvey,NA,NA,NA
Alex Aiono,2/16/1996,NA,NA
Niki & Gabi,NA,NA,NA
Bhad Bhabie,3/26/2003,NA,2016
Orla Gartland,2/3/1995,NA,2007
Christian Lalama,NA,NA,NA
Martin Tungevaag,7/9/1993,NA,2007
Neon Jungle,NA,Foreign,2013
Borgeous,NA,NA,2012
Giorgio Moroder,4/26/1940,NA,1963
Catiso,NA,NA,NA
Mean Dabber,NA,NA,NA
Yesable,NA,NA,NA
Charly Black,4/6/1980,NA,2004
Elephante,11/10/1989,NA,2013
Sasha Lopez,NA,NA,NA
OK Go,NA,United States,1998
Gaia,NA,NA,NA
LION BABE,NA,United States,2012
Spotify,NA,NA,NA
Alison Wonderland,9/27/1986,NA,2008
CL,2/26/1991,Foreign,2007
Killer Mike,4/20/1975,NA,1995
Giggs,NA,NA,NA
Papoose,3/5/1978,NA,1998
Yxng Bane,4/12/1996,NA,2016
Swarmz,9/11/1996,NA,2017
Yung Gravy,3/19/1996,NA,2016
iLL BLU,NA,NA,NA
MoStack,8/31/1994,Foreign,2008
Lotto Boyzz,NA,Foreign,2012
Amelia Monét,NA,NA,NA
Nana Rogues,NA,NA,NA
Mike Rebel,7/18/1974,NA,1993
Geko,NA,United States,1983
Skooly,NA,NA,2008
Deepend,NA,Foreign,2012
Hallman,NA,NA,NA
OMI,9/3/1986,NA,2011
Oliver Nelson,6/4/1932,NA,NA
Otto Knows,5/6/1989,NA,2010
Alex Adair,3/3/1994,United States,2014
Sir Roy,8/23/1935,NA,NA
Redfoo,9/3/1975,NA,1993
Seeb,NA,Foreign,2015
Cedric Gervais,6/7/1979,NA,NA
Tove Lo,10/29/1987,United States,2006
Tori Kelly,12/14/1992,United States,2003
Christina Perri,8/19/1986,NA,2008
Marina and the Diamonds,10/10/1985,NA,2005
Zendaya,9/1/1996,NA,2009
Cody Simpson,1/11/1997,NA,2009
Thousand Foot Krutch,NA,Foreign,1995
Strata,NA,NA,NA
Bobaflex,NA,NA,NA
Earshot,NA,United States,1999
Hinder,NA,United States,2001
Revis,NA,United States,1999
12 Stones,NA,United States,2000
Charm City Devils,NA,United States,2007
TRUSTcompany,NA,United States,1997
Digital Summer,NA,Foreign,2006
Crossfade,NA,United States,1993
Rev Theory,NA,United States,2002
Flyleaf,NA,Foreign,2002
Beyond All Recognition,NA,NA,NA
Mudvayne,NA,United States,1996
Fair To Midland,NA,United States,1998
White Zombie,NA,United States,1985
The Winery Dogs,NA,United States,2012
Heaven's Basement,NA,Foreign,2008
Powerflo,NA,United States,2016
Rival Sons,NA,United States,2009
Alter Bridge,NA,United States,2004
All Time Low,NA,United States,2003
Yellowcard,NA,United States,1997
Coldfront,NA,NA,NA
With Confidence,NA,United States,2012
Waterparks,NA,United States,2011
Letdown,NA,NA,NA
Divided Minds,NA,NA,NA
We Were Sharks,NA,Foreign,2007
Stand Atlantic,NA,United States,2012
Neck Deep,NA,Foreign,2012
ROAM,NA,NA,NA
In Her Own Words,NA,NA,2007
The Story So Far,NA,United States,2007
The Menzingers,NA,United States,2006
44,NA,NA,NA
Senses Fail,NA,United States,2001
Real Friends,NA,United States,2010
State Champs,NA,United States,2010
Carousel Kings,NA,NA,NA
Boston Manor,NA,Foreign,2013
The Gaslight Anthem,NA,United States,2006
Pennywise,NA,NA,NA
We Still Dream,NA,NA,NA
Set Your Goals,NA,United States,2004
Anti-Flag,NA,United States,1988
Like Pacific,NA,Foreign,2010
Broadside,NA,NA,NA
World War Me,NA,NA,NA
Seaway,NA,Foreign,2011
Abandoned By Bears,NA,NA,NA
Hawthorne Heights,NA,United States,2001
Knuckle Puck,NA,United States,2010
Lagwagon,NA,Foreign,1989
Face To Face,NA,United States,1991
"Chunk! No, Captain Chunk!",NA,Foreign,2007
Propagandhi,NA,Foreign,1986
The Bouncing Souls,NA,United States,1989
The Used,NA,United States,2001
The Interrupters,NA,Foreign,2011
The Flatliners,NA,Foreign,2002
We Set Signals,NA,NA,NA
Four Year Strong,NA,United States,2001
Mabel,2/19/1996,NA,2015
RAY BLK,8/2/1994,Foreign,2015
Theophilus London,2/23/1987,Foreign,2007
Bad Sounds,NA,NA,NA
Olivia Nelson,NA,NA,NA
D-Block Europe,NA,Foreign,2014
Cadet,NA,NA,NA
Mars Moniz,NA,NA,NA
DIG DAT,11/10/1999,NA,2018
Kenny Allstar,4/19/1993,NA,2011
SL,NA,NA,NA
Young T & Bugsey,NA,Foreign,2010
Headie One,10/6/1994,NA,2010
WSTRN,NA,Foreign,2015
D'One,NA,NA,NA
Dappy,6/11/1987,NA,2000
Mixtape Madness,NA,NA,NA
Stay Flee Get Lizzy,NA,NA,NA
Avelino,6/4/1993,NA,2008
M Huncho,11/17/1993,NA,2017
Ay Em,NA,NA,NA
AJ x Deno,9/23/2002,NA,2016
Belly Squad,NA,Foreign,2010
Skengdo,NA,Foreign,2016
Nines,1/17/1990,NA,2011
NSG,NA,NA,NA
RA,NA,NA,NA
KO,NA,NA,NA
Loski,NA,Foreign,2014
Donae'o,NA,NA,1999
JRiley,1895-02-01,NA,NA
Slim,NA,NA,NA
Kwenga,NA,Foreign,2014
67,NA,NA,NA
Political Peak,NA,NA,NA
smerker,NA,NA,NA
Wavy Boy Smith,11/27/1962,NA,NA
Vee,NA,NA,NA
Y.SJ,NA,NA,NA
Reece West,NA,NA,NA
HEX,NA,NA,NA
Nafe Smallz,7/16/1996,NA,2013
Kaniva,NA,NA,NA
Yung Fume,9/3/2001,Foreign,2017
Kea,NA,NA,NA
Central Cee,6/4/1998,United States,2017
Mackareo,NA,NA,NA
Vb,NA,NA,NA
Sam Wise,NA,NA,NA
FLEXLIKEKEV,NA,NA,NA
"quickly, quickly",NA,NA,NA
Rippps,NA,NA,NA
Snakefoot,NA,NA,NA
Pixl Pyrmd,NA,NA,NA
Quima,NA,NA,NA
Dominic J Marshall,NA,NA,NA
Devonwho,NA,United States,2009
Flying Lotus,10/7/1983,United States,2005
POLY POLY,NA,NA,NA
God.Damn.Chan,NA,NA,NA
Billa Joints,NA,NA,NA
Elusive,NA,NA,NA
Sokro,NA,NA,NA
Mr.Shn,NA,NA,NA
Lightfoot,8/4/1962,NA,NA
Mirrorish,NA,NA,NA
the Drumlord,NA,NA,NA
Prefuse 73,NA,United States,1997
Madlib,10/24/1973,NA,1993
Kiefer,NA,NA,NA
Quasimoto,NA,United States,1999
Sir Froderick,3/8/1988,United States,2009
Hubert Daviz,5/17/1970,NA,NA
Slumgod,NA,NA,NA
Fitz Ambro$e,NA,NA,1847
Dwyer,NA,NA,NA
G Mills,NA,NA,NA
Tony Dize,5/31/1982,NA,2003
Wisin & Yandel,NA,NA,NA
Hector & Tito,NA,NA,NA
Angel Y Khriz,NA,Foreign,1999
"Tito ""El Bambino""",10/5/1981,Foreign,1995
Eddy Lover,3/15/1985,NA,2000
Alexis y Fido,NA,Foreign,2000
Ivy Queen,3/4/1972,NA,1995
R.K.M & Ken-Y,NA,Foreign,2003
Casa De Leones,NA,NA,2006
Wisin,12/19/1978,NA,1998
Yaga & Mackie,NA,NA,NA
Trebol Clan,NA,Foreign,1996
Ñejo,NA,NA,NA
Plan B,NA,NA,NA
Big Boy,NA,NA,NA
Voltio,6/11/1977,NA,1994
Baby Rasta & Gringo,NA,Foreign,1994
El Chombo,11/27/1969,NA,1995
Tank and The Bangas,NA,United States,2011
Ocho Sneak,NA,NA,NA
Cantrell,3/18/1966,NA,1985
Caetano Veloso,8/7/1942,NA,1967
Konai,NA,NA,NA
Tim Maia,9/28/1942,NA,1956
Negro Leo,NA,NA,NA
Solveris,NA,NA,NA
Mario Reis,NA,NA,NA
Silva,4/14/1975,NA,1997
Gal Costa,9/26/1945,NA,1965
Rubel,NA,NA,NA
Ava Rocha,NA,NA,NA
MC Bin Laden,9/23/1999,Foreign,2009
Mc Don Juan,NA,NA,NA
Mc Carol,NA,NA,NA
Jarina De Marco,NA,NA,NA
Nego do Borel,7/10/1992,NA,2012
Zarastruta,NA,NA,NA
Niara,NA,NA,NA
Astrud Gilberto,3/29/1940,NA,1963
The Rudeboyz,NA,United States,1989
Grupo Niche,NA,Foreign,1978
Brytiago,7/14/1992,NA,2014
Chris Jeday,9/19/1989,NA,2016
Willy Chirino,4/5/1947,NA,1974
Jencarlos,4/21/1988,NA,2000
Carlos Varela,NA,NA,NA
Los Van Van,NA,NA,NA
Issac Delgado,4/11/1962,NA,NA
Polo Montañez,6/5/1955,NA,1970
INDIA,NA,NA,NA
Adolescent's Orquesta,NA,NA,NA
Jerry Rivera,7/31/1973,NA,1988
D.L.G.,NA,United States,1995
ChiChi Peralta,7/9/1966,Foreign,1995
Latin Dreams,NA,NA,NA
Malacates Trebol Shop,NA,Foreign,1997
Frankie J,12/7/1975,United States,1993
R. Kelly,1/8/1967,NA,1989
Vico C,9/8/1971,NA,1985
Puerto Rico All Stars,NA,NA,NA
El Michels Affair,NA,United States,2000
St. Paul & The Broken Bones,NA,NA,NA
Blanca,2/10/1986,United States,2003
Vulfpeck,NA,United States,2011
Grace,NA,NA,NA
Lady Wray,5/2/1979,United States,1997
Brika,NA,United States,2013
Lianne La Havas,8/23/1989,NA,2011
The Suffers,NA,United States,2011
Lake Street Dive,NA,Foreign,2004
Aaradhna,12/20/1983,Foreign,2004
Allen Stone,3/13/1987,NA,2010
Saskwatch,NA,NA,NA
Nick Waterhouse,2/8/1986,Foreign,2002
Pickwick,NA,NA,NA
Har Mar Superstar,2/6/1978,NA,NA
Liam Bailey,NA,NA,NA
Lee Fields & The Expressions,NA,NA,NA
Mayer Hawthorne,2/2/1979,United States,2008
Jamie Lidell,9/18/1973,NA,NA
Eli Paperboy Reed,NA,NA,NA
JC Brooks & The Uptown Sound,NA,United States,2007
